Ferrovia;Ano;Linha;Segmento_Pátio A;Segmento_Pátio B;Extensão (km);Bitola;Raio Mín. de Curva (m);Rampa Máxima (%)_Crescente;Rampa Máxima (%)_Decrescente;Nº de Linhas;Sentido do Tráfego;Controle de Circulação;Nº Dias Operacionais;Sist. de Sinalização;Potência (HP);Permite Circ. de Produto Perigoso;Equipamento Embarcado Loco.;Tempo de Percurso (min)_Crescente;Tempo de Percurso (min)_Decrescente;Justificativa de Tráfego;Tempo de Lic. (min);Sessões de Bloqueio;Índices de Eficiência Considerado (%)_K1;Índices de Eficiência Considerado (%)_K2;Índices de Eficiência Considerado (%)_K3;Índices de Eficiência Considerado (%)_K;Capacidade_Instalada Calculada_Crescente;Capacidade_Instalada Calculada_Decrescente;Capacidade_Vinculada Considerada_Crescente;Capacidade_Vinculada Considerada_Decrescente;Capacidade_Ociosa Considerada_Crescente;Capacidade_Ociosa Considerada_Decrescente
MRS;2025;Posto km 452 - Miguel Burnier (Linha do Centro);Mário Castilho (FMO), km 468,298;Dr. Joaquim Murtinho (FDM), km 477,852;9.554;Larga ;291;0.13;0.88;Singela;Crescente;CCO;365;TWE;;Não;Sim;13.8;0.0;;3.0;1.0;0.8038;0.7;1;0.5627;48.2279999999;0.0;41.39;0.0;6.8367404043;0.0
MRS;2025;Posto km 452 - Miguel Burnier (Linha do Centro);Dr. Joaquim Murtinho (FDM), km 477,852;Miguel Burnier (EMP), km 496,980;19.128;Larga ;122;2.08;0.3;Singela;Bidirecional;CCO;365;Segmento não sinalizado;;Não;Não;66.0;39.0;;10.0;1.0;0.8033;0.67;1;0.5382;6.7393377391;6.7393377391;1.38;1.38;5.3636450505;5.3636450505
MRS;2025;Ferrovia do Aço;Saudade (FSE), km 0,000;Eng. Taulois (FEU), km 3,787;3.787;Larga ;685;0.7;0.5;Singela;Decrescente;CCO;365;Segmento não sinalizado;8772.0;Não;Não;0.0;13.05;;3.0;2.0;0.726;0.68;1;0.4937;2.0;44.2927850467;0.0;39.52;0.0;4.7713837357
MRS;2025;Ferrovia do Aço;Eng. Taulois (FEU), km 3,787;Porto Real (FPT), km 17,523;13.736;Larga ;613;1.09;0.0;Singela;Decrescente;CCO;365;CBTC;8772.0;Não;Sim;0.0;15.6;;3.0;4.0;0.726;0.68;2;0.9874;2.0;76.4407741935;0.0;40.19;0.0;36.249518623
MRS;2025;Ferrovia do Aço;Porto Real (FPT), km 17,523;São Joaquim (FJQ), km 24,950;7.427;Larga ;903;1.19;0.0;Singela;Decrescente;CCO;365;CBTC;8772.0;Não;Sim;0.0;9.6;;3.0;2.0;0.726;0.68;1;0.4937;2.0;56.4205714285;0.0;40.19;0.0;16.229315858
MRS;2025;Ferrovia do Aço;São Joaquim (FJQ), km 24,950;Posto Falcão (FOA), km 35,312;10.362;Larga ;903;1.13;0.0;Singela;Decrescente;CCO;365;CBTC;8772.0;Não;Sim;0.0;24.0;;3.0;4.0;0.726;0.68;2;0.9874;2.0;52.6592;0.0;40.19;0.0;12.4679444294
MRS;2025;Ferrovia do Aço;Posto Falcão (FOA), km 35,312;Cachoeira da Fumaça (FFU), km 45,300;9.988;Larga ;903;1.11;0.09;Singela;Decrescente;CCO;365;CBTC;8772.0;Não;Sim;0.0;14.4;;3.0;3.0;0.726;0.68;2;0.9874;2.0;81.7125517241;0.0;40.19;0.0;41.5212961536
MRS;2025;Ferrovia do Aço;Cachoeira da Fumaça (FFU), km 45,300;Rio Preto (FRP), km 56,458;11.158;Larga ;903;1.1;0.09;Singela;Decrescente;CCO;365;CBTC;8772.0;Não;Sim;0.0;14.4;;3.0;3.0;0.726;0.68;2;0.9874;2.0;81.7125517241;0.0;40.19;0.0;41.5212961536
MRS;2025;Ferrovia do Aço;Rio Preto (FRP), km 56,458;Samora Machel (FSH), km 69,620;13.162;Larga ;903;1.13;0.25;Singela;Decrescente;CCO;365;CBTC;8772.0;Não;Sim;0.0;16.8;;3.0;3.0;0.726;0.68;2;0.9874;2.0;71.808;0.0;40.19;0.0;31.6167444294
MRS;2025;Ferrovia do Aço;Samora Machel (FSH), km 69,620;Jacutinga (FJT), km 84,730;15.11;Larga ;903;1.11;0.25;Singela;Decrescente;CCO;365;CBTC;8772.0;Não;Sim;0.0;18.6;;3.0;5.0;0.726;0.68;3;1.481;2.0;98.736;0.0;40.19;0.0;58.5447444294
MRS;2025;Ferrovia do Aço;Jacutinga (FJT), km 84,730;Bom Jardim  (FOJ), km 98,307;13.577;Larga ;903;1.25;0.22;Singela;Decrescente;CCO;365;CBTC;8772.0;Não;Sim;0.0;15.0;;3.0;3.0;0.726;0.65;2;0.9438;2.0;75.504;0.0;40.19;0.0;35.3127444294
MRS;2025;Ferrovia do Aço;Bom Jardim  (FOJ), km 98,307;Pitangueiras (FIR), km 109,456;11.149;Larga ;903;0.23;1.05;Singela;Decrescente;CCO;365;CBTC;8772.0;Não;Sim;0.0;29.4;;3.0;3.0;0.73;0.65;2;0.949;2.0;42.1777777777;0.0;37.51;0.0;4.6659392453
MRS;2025;Ferrovia do Aço;Pitangueiras (FIR), km 109,456;Furnas (FFR), km 122,640;13.184;Larga ;903;0.25;0.76;Singela;Decrescente;CCO;365;CBTC;8772.0;Não;Sim;0.0;20.93;;3.0;3.0;0.73;0.65;2;0.949;2.0;57.1184952978;0.0;40.19;0.0;16.9272397273
MRS;2025;Ferrovia do Aço;Furnas (FFR), km 122,640;Aiuruoca (FAU), km 136,757;14.117;Larga ;903;0.74;0.87;Singela;Decrescente;CCO;365;CBTC;8772.0;Não;Sim;0.0;24.6;;3.0;4.0;0.73;0.65;2;0.949;2.0;49.5130434782;0.0;40.19;0.0;9.3217879077
MRS;2025;Ferrovia do Aço;Aiuruoca (FAU), km 136,757;Córrego Serra (FGO), km 150,325;13.568;Larga ;903;0.79;0.5;Singela;Decrescente;CCO;365;CBTC;8772.0;Não;Sim;0.0;18.0;;3.0;4.0;0.73;0.65;2;0.949;2.0;65.0742857142;0.0;40.19;0.0;24.8830301437
MRS;2025;Ferrovia do Aço;Córrego Serra (FGO), km 150,325;Madre de Deus (FPZ), km 164,169;13.844;Larga ;903;1.0;0.5;Singela;Decrescente;CCO;365;CBTC;8772.0;Não;Sim;0.0;19.8;;3.0;4.0;0.73;0.65;2;0.949;2.0;59.9368421052;0.0;40.19;0.0;19.7455865347
MRS;2025;Ferrovia do Aço;Madre de Deus (FPZ), km 164,169;Rio Santana (FRN), km 177,339;13.17;Larga ;1191;0.76;0.85;Singela;Decrescente;CCO;365;CBTC;8772.0;Não;Sim;0.0;18.0;;3.0;4.0;0.73;0.65;2;0.949;2.0;65.0742857142;0.0;40.19;0.0;24.8830301437
MRS;2025;Ferrovia do Aço;Rio Santana (FRN), km 177,339;Itutinga (FGT), km 195,178;17.839;Larga ;1497;1.05;0.8;Singela;Decrescente;CCO;365;CBTC;8772.0;Não;Sim;0.0;21.6;;3.0;4.0;0.73;0.65;2;0.949;2.0;55.5512195121;0.0;40.19;0.0;15.3599639416
MRS;2025;Ferrovia do Aço;Itutinga (FGT), km 195,178;Capoeira Grande (FDE), km 205,280;10.102;Larga ;998;0.47;1.06;Singela;Decrescente;CCO;365;CBTC;8772.0;Não;Sim;0.0;24.0;;3.0;4.0;0.73;0.65;2;0.949;2.0;50.6133333333;0.0;40.28;0.0;10.3382694549
MRS;2025;Ferrovia do Aço;Capoeira Grande (FDE), km 205,280;Caburu (FBU), km 218,160;12.88;Larga ;896;0.84;1.05;Singela;Decrescente;CCO;365;CBTC;8772.0;Não;Sim;0.0;20.18;;3.0;3.0;0.73;0.65;2;0.949;2.0;58.9669902912;0.0;40.28;0.0;18.6919264128
MRS;2025;Ferrovia do Aço;Caburu (FBU), km 218,160;Cel. Xavier Chaves (FXA), km 233,151;14.991;Larga ;998;1.03;0.99;Singela;Decrescente;CCO;365;CBTC;8772.0;Não;Sim;0.0;17.78;;3.0;3.0;0.73;0.65;2;0.949;2.0;65.7790613718;0.0;40.19;0.0;25.5878058013
MRS;2025;Ferrovia do Aço;Cel. Xavier Chaves (FXA), km 233,151;Resende Costa (FRC), km 247,048;13.897;Larga ;903;1.06;1.04;Singela;Decrescente;CCO;365;CBTC;8772.0;Não;Sim;0.0;14.1;;3.0;3.0;0.71;0.65;2;0.923;2.0;77.7263157894;0.0;40.19;0.0;37.5350602189
MRS;2025;Ferrovia do Aço;Resende Costa (FRC), km 247,048;Rio Vermelho (FRL), km 264,322;17.274;Larga ;903;0.56;1.05;Singela;Decrescente;CCO;365;CBTC;8772.0;Não;Sim;0.0;16.2;;3.0;3.0;0.73;0.65;2;0.949;2.0;71.175;0.0;40.19;0.0;30.9837444294
MRS;2025;Ferrovia do Aço;Rio Vermelho (FRL), km 264,322;Joaquim Reis (FJO), km 273,940;9.618;Larga ;896;1.01;1.0;Singela;Decrescente;CCO;365;CBTC;8772.0;Não;Sim;0.0;10.8;;3.0;2.0;0.73;0.65;1;0.4745;2.0;49.5130434782;0.0;40.19;0.0;9.3217879077
MRS;2025;Ferrovia do Aço;Joaquim Reis (FJO), km 273,940;Cel. João Carlos Guedes (FJC), km 292,989;19.049;Larga ;1031;1.0;1.0;Dupla;Decrescente;CCO;365;CBTC;8772.0;Não;Sim;0.0;25.8;;3.0;2.0;0.7313;0.65;1;0.4753;2.0;47.5345;0.0;40.19;0.0;7.3432444294
MRS;2025;Ferrovia do Aço;Cel. João Carlos Guedes (FJC), km 292,989;Eng. Leonardo Mazziotti (FLM), km 306,806;15.426;Larga ;202;1.0;1.0;Singela;Bidirecional;CCO;365;CBTC;8772.0;Não;Sim;26.6;25.35;;6.0;2.0;0.8533;0.69;1;0.5888;14.630524245;14.630524245;13.04;13.04;1.5926898776;1.5926898776
MRS;2025;Ferrovia do Aço;Eng. Leonardo Mazziotti (FLM), km 306,806;Parque das Cachoeiras - P1-05A (FHC), km 319,806;13.0;Larga ;350;1.08;0.0;Singela;Bidirecional;CCO;365;CBTC;8772.0;Não;Sim;19.8;16.8;;6.0;1.0;0.8553;0.69;1;0.5902;19.948969014;19.948969014;14.76;14.76;5.1891565227;5.1891565227
MRS;2025;Ferrovia do Aço;Parque das Cachoeiras - P1-05A (FHC), km 319,806;Lagoa dos Porcos (FLO), km 326,402;6.596;Larga ;350;1.01;0.7;Singela;Bidirecional;CCO;365;CBTC;8772.0;Não;Sim;25.4;27.0;;6.0;2.0;0.9453;0.64;1;0.605;14.9176109589;14.9176109589;13.3;13.3;1.6177672161;1.6177672161
MRS;2025;Ferrovia do Aço;Lagoa dos Porcos (FLO), km 326,402;São Gonçalo do Bação (FBG), km 337,873;11.471;Larga ;350;1.0;0.0;Singela;Bidirecional;CCO;365;CBTC;8772.0;Não;Sim;29.25;29.25;;6.0;3.0;0.8553;0.44;1;0.3763;8.4018306976;8.4018306976;7.46;7.46;0.9401714602;0.9401714602
MRS;2025;Ferrovia do Aço;São Gonçalo do Bação (FBG), km 337,873;Itabirito (FIU), km 349,729;9.991;Larga ;893;0.0;0.9;Singela;Bidirecional;CCO;365;ATC;;Sim;Sim;11.85;23.4;;6.0;4.0;0.8553;0.44;1;0.3763;13.137408;13.137408;7.46;7.46;5.6757487625;5.6757487625
MRS;2025;Ferrovia do Aço;Itabirito (FIU), km 349,729;Otavio Dapieve (FOO), km 353,666;4.509;Larga ;450;1.0;0.9;Singela;Bidirecional;CCO;365;CBTC;8772.0;Não;Sim;5.1;4.95;;6.0;4.0;0.8553;0.44;1;0.3763;33.7643663551;33.7643663551;7.46;7.46;26.3027071177;26.3027071177
MRS;2025;Ramal das Fábricas;Areais (IAA), km 15,000;Final Ramal das Fábricas (IFA), km 21,000;19.0;Mista;160;1.01;2.01;Singela;Bidirecional;CCO;365;CTC;;Não;Não;25.2;43.8;;14.0;1.0;1.0;0.67;1;0.67;11.6240963855;11.6240963855;0.3;0.3;11.3236739164;11.3236739164
MRS;2025;Ligação Pereque - Cubatão;Cubatão (ICB), km 12,248;Pereque (ZPG), km 14,000;3.292;Mista;160;1.93;1.71;Dupla;Bidirecional;CCO;365;CTC;;Não;Não;13.2;13.8;;7.0;1.0;0.8921;0.7;1;0.6245;44.5166732673;43.2325384615;18.1;18.1;26.4150256715;25.1308908658
MRS;2025;Ramal de Conceiçãozinha;Piaçaguera (IPG), km 0,000;Estação TUF (IUF), km 1,860;1.86;Mista;269;1.44;1.97;Singela;Bidirecional;CCO;365;Segmento não sinalizado;;Sim;Não;8.4;9.6;;14.0;1.0;0.9692;0.67;1;0.6494;29.22138;29.22138;18.47;19.51;10.746479364;9.7159787887
MRS;2025;Ramal de Conceiçãozinha;Estação TUF (IUF), km 1,860;Barnabé (IBA), km 8,400;6.977;Mista;269;1.44;1.97;Singela;Bidirecional;CCO;365;Segmento não sinalizado;;Sim;Não;15.0;21.0;;14.0;1.0;0.9692;0.67;1;0.6494;18.7016832;18.7016832;12.47;13.2;6.226782564;5.4967044578
MRS;2025;Ramal de Conceiçãozinha;Barnabé (IBA), km 8,400;Conceiçãozinha (ICZ), km 16,360;8.163;Mista;450;0.48;1.24;Singela;Bidirecional;CCO;365;Segmento não sinalizado;;Sim;Não;22.2;25.2;;14.0;1.0;0.9692;0.67;1;0.6494;15.2293837133;15.2293837133;10.23;10.23;5.0034808788;5.0034808788
MRS;2025;Variante Rio Grande da Serra - Suzano;Rio Grande da Serra (IRG), km 0,000;Ouro Fino (IOF), km 11,000;11.0;Larga ;798;1.29;0.81;Singela;Bidirecional;CCO;365;ATC;;Sim;Não;22.8;21.6;;20.0;1.0;0.9463;0.7;1;0.6624;14.8116521739;14.8116521739;3.2;3.51;11.6161462927;11.3046576102
MRS;2025;Variante Rio Grande da Serra - Suzano;Ouro Fino (IOF), km 11,000;Suzano Novo (ISU), km 25,000;14.0;Larga ;575;0.74;0.95;Singela;Bidirecional;CCO;365;Segmento não sinalizado;;Sim;Não;16.2;15.6;;20.0;1.0;0.9463;0.7;1;0.6624;18.4144864864;18.4144864864;5.39;5.71;13.0240592718;12.7013047467
MRS;2025;Variante Rio Grande da Serra - Suzano;Suzano Novo (ISU), km 25,000;Suzano (OSU), km 28,800;3.8;Larga ;454;0.11;0.87;Singela;Bidirecional;CCO;365;Segmento não sinalizado;;Sim;Não;13.2;10.8;;20.0;1.0;0.5;0.5;1;0.25;8.1818181818;8.1818181818;4.77;6.93;3.4134888845;1.2470766682
MRS;2025;Santos - Jundiaí;Santos (ISN), km 0,000;Cubatão (ICB), km 12,248;12.248;Mista;180;1.21;0.38;Dupla;Bidirecional;CCO;365;Segmento não sinalizado;;Não;Não;23.85;23.85;;7.0;1.0;0.8921;0.7;1;0.6245;29.1486807131;29.1486807131;20.5;17.08;8.6470331173;12.0639743833
MRS;2025;Santos - Jundiaí;Cubatão (ICB), km 12,248;Areais (IAA), km 15,000;3.226;Mista;160;1.93;1.71;Singela;Bidirecional;CCO;365;CTC;;Não;Não;21.0;24.6;;14.0;1.0;0.9281;0.7;1;0.6497;15.6967248322;15.6967248322;2.69;3.17;13.0038770363;12.5300135037
MRS;2025;Santos - Jundiaí;Areais (IAA), km 15,000;Piaçaguera (IPG), km 18,973;3.973;Mista;160;1.01;2.01;Singela;Bidirecional;CCO;365;CTC;;Não;Não;10.2;11.4;;14.0;1.0;0.9281;0.7;1;0.6497;26.2787865168;26.2787865168;14.69;15.17;11.585938721;11.1120751884
MRS;2025;Santos - Jundiaí;Piaçaguera (IPG), km 18,973;Raiz da Serra (IRS), km 22,000;3.027;Mista;269;1.44;1.97;Singela;Bidirecional;CCO;365;Segmento não sinalizado;;Sim;Não;29.4;20.4;;14.0;1.0;0.9281;0.7;1;0.6497;14.6633981191;14.6633981191;4.97;5.45;9.6949049452;9.2162330027
MRS;2025;Santos - Jundiaí;Raiz da Serra (IRS), km 22,000;Paranapiacaba (IPA), km 30,312;8.312;Larga ;500;10.0;0.0;Singela;Bidirecional;CCO;365;Segmento não sinalizado;;Sim;Não;18.6;23.4;;6.0;1.0;0.9583;0.85;1;0.8146;24.4374999999;24.4374999999;30.25;30.25;-5.8125;-5.8125
MRS;2025;Santos - Jundiaí;Paranapiacaba (IPA), km 30,312;Campo Grande (ICG), km 34,569;4.257;Larga ;361;0.62;2.17;Singela;Bidirecional;CCO;365;ATC;;Sim;Sim;10.2;9.6;;6.0;1.0;1.0;0.76;1;0.76;42.4186046511;42.4186046511;4.9;5.38;37.5152849067;37.0386254562
MRS;2025;Santos - Jundiaí;Campo Grande (ICG), km 34,569;Rio Grande da Serra (IRG), km 41,109;6.54;Larga ;443;0.89;1.44;Singela;Bidirecional;CCO;365;ATC;;Sim;Sim;18.68;21.08;;6.0;1.0;1.0;0.76;1;0.76;23.916083916;23.916083916;7.75;8.09;16.169856356;15.8232746033
MRS;2025;Santos - Jundiaí;Rio Grande da Serra (IRG), km 41,109;Posto km 44 (IKQ), km 44,000;2.891;Larga ;798;1.29;0.81;Singela;Bidirecional;CCO;365;ATC;;Sim;Não;9.0;9.0;;0.0;1.0;0.5;0.5;1;0.25;20.0;20.0;7.23;9.83;12.766679062;10.1735197406
MRS;2025;Santos - Jundiaí;Posto km 44 (IKQ), km 44,000;Ribeirão Pires (IRP), km 45,526;1.526;Larga ;0;0.0;0.0;Singela;Bidirecional;CCO;365;ATC;;Sim;Não;9.0;9.0;;0.0;1.0;0.5;0.5;1;0.25;20.0;20.0;7.23;9.83;12.766679062;10.1735197406
MRS;2025;Santos - Jundiaí;Ribeirão Pires (IRP), km 45,526;Guapituba (OGP), km 49,889;4.363;Larga ;0;0.0;0.0;Singela;Bidirecional;CCO;365;ATC;;Sim;Não;9.0;9.0;;0.0;1.0;0.5;0.5;1;0.25;20.0;20.0;7.23;9.83;12.766679062;10.1735197406
MRS;2025;Santos - Jundiaí;Guapituba (OGP), km 49,889;Mauá (OMA), km 53,109;3.22;Larga ;0;0.0;0.0;Singela;Bidirecional;CCO;365;ATC;;Sim;Não;6.6;6.6;;0.0;1.0;0.5;0.5;1;0.25;27.2727272727;27.2727272727;7.23;9.83;20.0394063347;17.4462470133
MRS;2025;Santos - Jundiaí;Mauá (OMA), km 53,109;Capuava (ICP), km 56,294;3.185;Larga ;0;0.0;0.0;Singela;Bidirecional;CCO;365;ATC;;Sim;Não;6.6;6.6;;0.0;1.0;0.5;0.5;1;0.25;27.2727272727;27.2727272727;7.23;9.83;20.0394063347;17.4462470133
MRS;2025;Santos - Jundiaí;Capuava (ICP), km 56,294;Santo André (ISA), km 60,384;4.09;Larga ;0;0.0;0.0;Singela;Bidirecional;CCO;365;ATC;;Sim;Não;9.0;9.0;;0.0;1.0;0.5;0.5;1;0.25;20.0;20.0;7.64;9.68;12.356002951;10.3196809185
MRS;2025;Santos - Jundiaí;Santo André (ISA), km 60,384;Prefeito Saladino (OPS), km 62,221;1.837;Larga ;0;0.0;0.0;Singela;Bidirecional;CCO;365;TWE;;Sim;Não;5.4;4.8;;0.0;1.0;0.5;0.5;1;0.25;35.294117647;35.294117647;7.85;9.11;27.4430125008;26.181707032
MRS;2025;Santos - Jundiaí;Prefeito Saladino (OPS), km 62,221;Utinga (IUT), km 63,832;1.611;Larga ;0;0.0;0.0;Singela;Bidirecional;CCO;365;TWE;;Sim;Não;5.4;4.8;;0.0;1.0;0.5;0.5;1;0.25;35.294117647;35.294117647;7.65;8.88;27.6392901294;26.4095172974
MRS;2025;Santos - Jundiaí;Utinga (IUT), km 63,832;São Caetano do Sul (ISC), km 67,436;3.604;Larga ;0;0.0;0.0;Singela;Bidirecional;CCO;365;TWE;;Sim;Não;8.4;7.8;;0.0;1.0;0.5;0.5;1;0.25;22.2222222222;22.2222222222;7.65;8.88;14.5673947046;13.3376218726
MRS;2025;Santos - Jundiaí;São Caetano do Sul (ISC), km 67,436;Tamanduateí (OTA), km 70,000;2.563;Larga ;0;0.0;0.0;Singela;Bidirecional;CCO;365;TWE;;Sim;Não;9.0;7.8;;0.0;1.0;0.5;0.5;1;0.25;21.4285714285;21.4285714285;4.52;5.01;16.9108389472;16.4187733242
MRS;2025;Santos - Jundiaí;Tamanduateí (OTA), km 70,000;Ipiranga (IIP), km 71,627;1.627;Larga ;0;0.0;0.0;Singela;Bidirecional;CCO;365;TWE;;Sim;Não;3.6;3.0;;0.0;1.0;0.5;0.5;1;0.25;54.5454545454;54.5454545454;4.52;6.72;50.0277220641;47.8218359967
MRS;2025;Santos - Jundiaí;Ipiranga (IIP), km 71,627;Mooca (IMO), km 74,628;3.001;Larga ;0;0.0;0.0;Singela;Bidirecional;CCO;365;TWE;;Sim;Não;9.6;8.4;;0.0;1.0;0.5;0.5;1;0.25;20.0;20.0;6.12;6.72;13.8846377312;13.2763814512
MRS;2025;Santos - Jundiaí;Mooca (IMO), km 74,628;Bras (OBR), km 76,332;1.703;Larga ;0;0.0;0.0;Singela;Bidirecional;CCO;365;ATC;;Sim;Não;7.8;6.0;;0.0;1.0;0.5;0.5;1;0.25;26.0869565217;26.0869565217;6.01;6.13;20.0735169574;19.9592628114
MRS;2025;Santos - Jundiaí;Bras (OBR), km 76,332;Roosevelt (ORO), km 77,000;0.668;Larga ;0;0.0;0.0;Singela;Bidirecional;CCO;365;ATC;;Sim;Não;4.2;3.0;;0.0;1.0;0.5;0.5;1;0.25;50.0;50.0;7.67;7.67;42.3345191072;42.3345191072
MRS;2025;Santos - Jundiaí;Roosevelt (ORO), km 77,000;Pari (IPR), km 77,536;0.536;Larga ;0;0.0;0.0;Singela;Bidirecional;CCO;365;ATC;;Sim;Não;4.2;3.0;;0.0;1.0;0.5;0.5;1;0.25;50.0;50.0;7.67;7.67;42.3345191072;42.3345191072
MRS;2025;Santos - Jundiaí;Pari (IPR), km 77,536;Luz (OLU), km 78,507;0.971;Larga ;0;0.0;0.0;Singela;Bidirecional;CCO;365;ATC;;Sim;Não;4.2;3.0;;0.0;1.0;0.5;0.5;1;0.25;50.0;50.0;7.67;7.67;42.3345191072;42.3345191072
MRS;2025;Santos - Jundiaí;Luz (OLU), km 78,507;Barra Funda (OBF), km 82,190;3.682;Larga ;0;0.0;0.0;Singela;Bidirecional;CCO;365;ATC;;Sim;Não;8.4;8.4;;0.0;1.0;0.5;0.5;1;0.25;21.4285714285;21.4285714285;7.67;7.67;13.7630905358;13.7630905358
MRS;2025;Santos - Jundiaí;Barra Funda (OBF), km 82,190;Água Branca (IAB), km 84,398;2.208;Larga ;0;0.0;0.0;Singela;Bidirecional;CCO;365;ATC;;Sim;Não;8.4;7.8;;0.0;1.0;0.5;0.5;1;0.25;22.2222222222;22.2222222222;7.67;7.67;14.5567413294;14.5567413294
MRS;2025;Santos - Jundiaí;Água Branca (IAB), km 84,398;Lapa (ILA), km 86,062;1.664;Larga ;0;0.0;0.0;Singela;Bidirecional;CCO;365;ATC;;Sim;Não;6.6;6.0;;0.0;1.0;0.5;0.5;1;0.25;28.5714285714;28.5714285714;7.67;7.67;20.9059476786;20.9059476786
MRS;2025;Santos - Jundiaí;Lapa (ILA), km 86,062;Piqueri (OPQ), km 88,223;2.161;Larga ;0;0.0;0.0;Singela;Bidirecional;CCO;365;ATC;;Sim;Não;4.2;4.8;;0.0;1.0;0.5;0.5;1;0.25;40.0;40.0;7.67;7.67;32.3345191072;32.3345191072
MRS;2025;Santos - Jundiaí;Piqueri (OPQ), km 88,223;Pirituba (IPB), km 90,273;2.05;Larga ;0;0.0;0.0;Singela;Bidirecional;CCO;365;ATC;;Sim;Não;1.0;1.0;;0.0;1.0;0.5;0.5;1;0.25;180.0;180.0;7.67;7.67;172.3345191072;172.3345191072
MRS;2025;Santos - Jundiaí;Pirituba (IPB), km 90,273;Vila Clarice (OVC), km 93,053;2.78;Larga ;0;0.0;0.0;Singela;Bidirecional;CCO;365;ATC;;Sim;Não;1.0;1.0;;0.0;1.0;0.5;0.5;1;0.25;180.0;180.0;7.67;7.67;172.3345191072;172.3345191072
MRS;2025;Santos - Jundiaí;Vila Clarice (OVC), km 93,053;Jaraguá (OJA), km 95,059;2.006;Larga ;0;0.0;0.0;Singela;Bidirecional;CCO;365;ATC;;Sim;Não;4.2;4.2;;0.0;1.0;0.5;0.5;1;0.25;42.8571428571;42.8571428571;7.67;7.67;35.1916619644;35.1916619644
MRS;2025;Santos - Jundiaí;Jaraguá (OJA), km 95,059;Perus (IPE), km 101,485;6.426;Larga ;0;0.0;0.0;Singela;Bidirecional;CCO;365;ATC;;Sim;Não;13.2;13.2;;0.0;1.0;0.5;0.5;1;0.25;13.6363636363;13.6363636363;7.67;7.67;5.9708827436;5.9708827436
MRS;2025;Santos - Jundiaí;Perus (IPE), km 101,485;Caieiras (OCI), km 106,176;4.691;Larga ;0;0.0;0.0;Singela;Bidirecional;CCO;365;ATC;;Sim;Não;10.8;10.8;;0.0;1.0;0.5;0.5;1;0.25;16.6666666666;16.6666666666;7.67;7.67;9.0011857739;9.0011857739
MRS;2025;Santos - Jundiaí;Caieiras (OCI), km 106,176;Franco da Rocha (OFR), km 111,293;5.117;Larga ;0;0.0;0.0;Singela;Bidirecional;CCO;365;ATC;;Sim;Não;10.8;10.8;;0.0;1.0;0.5;0.5;1;0.25;16.6666666666;16.6666666666;7.67;7.67;9.0011857739;9.0011857739
MRS;2025;Santos - Jundiaí;Franco da Rocha (OFR), km 111,293;Baltazar Fidelis (OBA), km 113,670;2.377;Larga ;0;0.0;0.0;Singela;Bidirecional;CCO;365;ATC;;Sim;Não;4.2;4.2;;0.0;1.0;0.5;0.5;1;0.25;42.8571428571;42.8571428571;7.67;7.67;35.1916619644;35.1916619644
MRS;2025;Santos - Jundiaí;Baltazar Fidelis (OBA), km 113,670;Francisco Morato (OFM), km 117,460;3.789;Larga ;0;0.0;0.0;Singela;Bidirecional;CCO;365;ATC;;Sim;Não;8.4;8.4;;0.0;1.0;0.5;0.5;1;0.25;21.4285714285;21.4285714285;7.67;7.67;13.7630905358;13.7630905358
MRS;2025;Santos - Jundiaí;Francisco Morato (OFM), km 117,460;Campo Limpo Paulista (OCL), km 127,935;10.475;Larga ;0;0.0;0.0;Singela;Bidirecional;CCO;365;ATC;;Sim;Não;1.0;1.0;;0.0;1.0;0.5;0.5;1;0.25;180.0;180.0;7.67;7.67;172.3345191072;172.3345191072
MRS;2025;Santos - Jundiaí;Campo Limpo Paulista (OCL), km 127,935;Várzea Paulista (OVP), km 133,910;5.974;Larga ;0;0.0;0.0;Singela;Bidirecional;CCO;365;ATC;;Sim;Não;13.2;12.6;;0.0;1.0;0.5;0.5;1;0.25;13.953488372;13.953488372;7.67;7.67;6.2880074793;6.2880074793
MRS;2025;Santos - Jundiaí;Várzea Paulista (OVP), km 133,910;Jundiaí (ZJY), km 139,040;5.13;Larga ;0;0.0;0.0;Singela;Bidirecional;CCO;365;ATC;;Sim;Não;1.0;1.0;;0.0;1.0;0.5;0.5;1;0.25;180.0;180.0;7.58;7.58;172.4214823578;172.4214823578
MRS;2025;CPTM (Jacarei - Bras);Suzano (OSU), km 462,548;Calmon Viana (OCV), km 465,240;2.692;Larga ;0;0.0;0.0;Singela;Bidirecional;CCO;365;ATC;;Sim;Não;10.2;8.4;;0.0;1.0;0.5;0.5;1;0.25;19.3548387096;19.3548387096;0.0;0.0;19.3548387096;19.3548387096
MRS;2025;CPTM (Jacarei - Bras);Calmon Viana (OCV), km 465,240;Itaquaquecetuba (OIC), km 470,955;5.715;Larga ;0;0.0;0.0;Singela;Bidirecional;CCO;365;ATC;;Sim;Não;1.0;1.0;;0.0;1.0;0.5;0.5;1;0.25;180.0;180.0;0.0;0.0;180.0;180.0
